t,x,y
836,3.92656E+11,3.10161E+11
837,4.01565E+11,3.7787E+11
838,3.99783E+11,3.7787E+11
839,4.03347E+11,3.93015E+11
840,3.89983E+11,3.90342E+11
841,3.8731E+11,3.88561E+11
842,3.99783E+11,3.88561E+11
843,3.90874E+11,3.91233E+11
844,4.03347E+11,3.93015E+11
845,3.91765E+11,3.85888E+11
846,3.93547E+11,4.05488E+11
847,4.0691E+11,3.94797E+11
848,4.02456E+11,3.88561E+11
849,3.94438E+11,4.09942E+11
850,4.03347E+11,3.27089E+11
851,3.94438E+11,2.81653E+11
852,3.94438E+11,2.54926E+11
853,4.02456E+11,2.37999E+11
854,4.00674E+11,2.01472E+11
855,4.00674E+11,1.87217E+11
856,4.06019E+11,1.78308E+11
857,3.81965E+11,1.96126E+11
