t,x,y
1.964000000E2,1.985401460E2,1.214598540E2
1.968000000E2,2.032116788E2,1.219270073E2
1.972000000E2,1.826569343E2,1.392116788E2
1.976000000E2,1.705109489E2,1.438832117E2
1.980000000E2,1.625693431E2,1.452846715E2
1.984000000E2,1.602335766E2,1.462189781E2
1.988000000E2,1.644379562E2,1.480875912E2
1.992000000E2,1.653722628E2,1.480875912E2
1.996000000E2,1.742481752E2,1.569635036E2
2.000000000E2,1.798540146E2,1.733138686E2
2.004000000E2,1.854598540E2,1.719124088E2
2.008000000E2,1.784525547E2,1.658394161E2
2.012000000E2,1.728467153E2,1.658394161E2
2.016000000E2,1.719124088E2,1.653722628E2
2.020000000E2,1.831240876E2,1.013722628E2
2.024000000E2,1.891970803E2,6.680291971E1
2.028000000E2,1.807883212E2,4.905109489E1
2.032000000E2,1.770510949E2,2.802919708E1
2.036000000E2,1.677080292E2,2.055474453E1
2.040000000E2,1.541605839E2,1.635036496E1
2.044000000E2,1.326715328E2,1.308029197E1
2.048000000E2,1.237956204E2,1.261313869E1
2.052000000E2,1.144525547E2,1.027737226E1
2.056000000E2,1.139854015E2,1.027737226E1
2.060000000E2,1.139854015E2,1.027737226E1
2.064000000E2,1.139854015E2,1.121167883E1
2.068000000E2,1.237956204E2,1.401459854E1
2.072000000E2,1.237956204E2,1.401459854E1
2.076000000E2,1.237956204E2,1.401459854E1
2.080000000E2,1.275328467E2,2.662773723E1
2.084000000E2,1.275328467E2,3.176642336E1
2.088000000E2,1.270656934E2,3.643795620E1
2.092000000E2,1.406131387E2,2.802919708E1
2.096000000E2,1.518248175E2,2.522627737E1
2.100000000E2,1.532262774E2,2.616058394E1
2.104000000E2,1.172554745E2,1.962043796E1
2.108000000E2,8.969343066E1,1.074452555E1
2.112000000E2,7.708029197E1,1.308029197E1
2.116000000E2,5.792700730E1,1.308029197E1
2.120000000E2,4.437956204E1,9.343065693E0
2.124000000E2,3.690510949E1,8.408759124E0
2.128000000E2,2.569343066E1,1.027737226E1
2.132000000E2,1.821897810E1,9.343065693E0
2.136000000E2,1.448175182E1,9.343065693E0
2.140000000E2,2.569343066E1,2.008759124E1
2.144000000E2,2.616058394E1,2.008759124E1
2.148000000E2,2.616058394E1,2.008759124E1
2.152000000E2,3.316788321E1,1.121167883E1
2.156000000E2,3.550364964E1,9.343065693E0
2.160000000E2,3.643795620E1,8.875912409E0
2.164000000E2,3.643795620E1,8.875912409E0
2.168000000E2,1.728467153E1,8.221897810E1
2.172000000E2,1.681751825E1,8.081751825E1
2.176000000E2,2.102189781E1,1.280000000E2
2.180000000E2,2.102189781E1,1.331386861E2
2.184000000E2,1.588321168E1,1.635036496E2
2.188000000E2,1.494890511E1,1.723795620E2
2.192000000E2,1.448175182E1,1.677080292E2
2.196000000E2,1.588321168E1,1.677080292E2
2.200000000E2,1.821897810E1,1.877956204E2
2.204000000E2,2.102189781E1,2.153576642E2
2.208000000E2,2.102189781E1,2.116204380E2
2.212000000E2,4.344525547E1,2.060145985E2
2.216000000E2,7.708029197E1,2.130218978E2
2.220000000E2,7.988321168E1,2.120875912E2
2.224000000E2,1.032408759E2,2.134890511E2
2.228000000E2,1.308029197E2,2.116204380E2
2.232000000E2,1.256642336E2,1.845255474E2
2.236000000E2,1.181897810E2,1.765839416E2
2.240000000E2,1.177226277E2,1.644379562E2
2.244000000E2,1.251970803E2,1.452846715E2
2.248000000E2,1.270656934E2,1.415474453E2
2.252000000E2,1.322043796E2,1.336058394E2
2.256000000E2,1.223941606E2,1.420145985E2
2.260000000E2,1.205255474E2,1.508905109E2
2.264000000E2,1.186569343E2,1.490218978E2
2.268000000E2,1.191240876E2,1.490218978E2
2.272000000E2,1.181897810E2,1.536934307E2
2.276000000E2,1.181897810E2,1.536934307E2
2.280000000E2,1.181897810E2,1.536934307E2
2.284000000E2,1.177226277E2,1.564963504E2
2.288000000E2,1.177226277E2,1.564963504E2
2.292000000E2,1.177226277E2,1.564963504E2
2.296000000E2,1.635036496E2,1.350072993E2
2.300000000E2,1.709781022E2,1.303357664E2
2.304000000E2,1.821897810E2,1.261313869E2
2.308000000E2,2.004087591E2,1.009051095E2
2.312000000E2,1.994744526E2,8.782481752E1
2.316000000E2,2.022773723E2,7.147445255E1
2.320000000E2,2.041459854E2,6.446715328E1
2.324000000E2,2.078832117E2,5.512408759E1
2.328000000E2,2.125547445E2,4.017518248E1
2.332000000E2,2.130218978E2,3.877372263E1
2.336000000E2,2.167591241E2,2.195620438E1
2.340000000E2,1.980729927E2,2.195620438E1
2.344000000E2,1.938686131E2,1.494890511E1
2.348000000E2,1.896642336E2,1.635036496E1
2.352000000E2,1.868613139E2,1.635036496E1
2.356000000E2,1.840583942E2,2.102189781E1
2.360000000E2,1.831240876E2,2.195620438E1
2.364000000E2,1.831240876E2,2.195620438E1
2.368000000E2,1.831240876E2,2.195620438E1
2.372000000E2,1.831240876E2,2.195620438E1
2.376000000E2,1.831240876E2,2.195620438E1
2.380000000E2,1.831240876E2,2.195620438E1
2.384000000E2,1.831240876E2,2.195620438E1
2.388000000E2,1.831240876E2,2.195620438E1
2.392000000E2,1.831240876E2,2.195620438E1
2.396000000E2,1.835912409E2,2.522627737E1
2.400000000E2,1.835912409E2,2.522627737E1
2.404000000E2,1.835912409E2,2.569343066E1
2.408000000E2,1.952700730E2,2.709489051E1
2.412000000E2,1.971386861E2,2.756204380E1
2.420000000E2,1.728467153E2,5.699270073E1
2.424000000E2,1.915328467E2,6.353284672E1
2.428000000E2,1.934014599E2,6.540145985E1
2.432000000E2,1.976058394E2,7.194160584E1
2.436000000E2,2.111532847E2,8.268613139E1
2.444000000E2,2.008759124E2,7.754744526E1
2.448000000E2,2.050802920E2,4.718248175E1
2.452000000E2,2.060145985E2,3.643795620E1
2.456000000E2,2.078832117E2,2.195620438E1
2.460000000E2,2.078832117E2,2.242335766E1
2.464000000E2,2.078832117E2,2.242335766E1
2.468000000E2,2.078832117E2,2.242335766E1
2.472000000E2,2.074160584E2,2.289051095E1
2.480000000E2,2.069489051E2,2.335766423E1
2.484000000E2,2.069489051E2,2.335766423E1
2.488000000E2,2.069489051E2,2.335766423E1
2.492000000E2,2.069489051E2,2.335766423E1
2.496000000E2,1.948029197E2,3.550364964E1
2.500000000E2,1.541605839E2,1.962043796E1
2.504000000E2,1.345401460E2,1.728467153E1
2.508000000E2,1.172554745E2,1.868613139E1
2.512000000E2,8.362043796E1,1.588321168E1
2.516000000E2,5.278832117E1,1.775182482E1
2.520000000E2,4.764963504E1,1.868613139E1
2.524000000E2,3.083211679E1,1.868613139E1
2.528000000E2,2.662773723E1,1.588321168E1
2.532000000E2,2.522627737E1,1.541605839E1
2.536000000E2,2.382481752E1,1.494890511E1
2.540000000E2,2.382481752E1,1.494890511E1
2.544000000E2,2.382481752E1,1.494890511E1
